date,username,replies,retweets,favorites,text
6/5/20 23:16,Lapham923gmail1,0,1,2,Trump has failed us this year through the virus where the economy and with not listening to the American people and his reaction to George Floyd but let's not forget from the beginning of his administration he still has concentration camps for immigrants he has failed completely
6/5/20 23:16,carrerapulse,10,64,107,"The racism coming across our border is unlike anything ever seen. Trump protects black people by keeping them out. Instead, he’s called a racist, when black Americans are the first ones to lose jobs and opportunities to illegal immigrants. 11/End #14thAmendment"
6/5/20 23:16,Arati4Congress,0,131,232,"I’m an immigrant, scientist, and proud progressive running to unseat “Democrat” @JoshGottheimer, who fought his own party to support Trump’s ICE camps &amp; border wall. We just got endorsed by @AyannaPressley. RT to help me get to 10k followers, so I can grow our campaign &amp; win!"
6/5/20 23:15,provisionalidea,2,0,1,The talented immigrants Trump wouldn't let in diverted north. If America doesn't prove welcoming for global talent -- the thing that always set it apart -- they will go elsewhere.
6/5/20 23:15,blfogleman,0,0,2,"Free speech is for Leftist and their followers! This Latina learned quickly that their rhetoric about love of immigrants was only if I held leftist views! It does not include conservative Christian women, LGBT, Black and absolutely never a Trump supporter! Latina for Trump!"
6/5/20 23:13,Paolamo25,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/ZX2CkDx8 via @Change
6/5/20 23:10,pburnash,0,0,0,"Meanwhile, “Mr. Trump, for his part, has made harsh, denigrating and insulting remarks about many individuals as well as whole groups of people and countries, including African-Americans, Mexican immigrants, Muslims, women, Jewish donors, and Haiti and some nations in Africa.”"
6/5/20 23:09,EnragedElder,2,1,3,They would. Trump owns the military. @usairforce @USMC @USArmy @USNavy @uscoastguard That is the first thing @realDonaldTrump did was ensure military was his. The second thing he did was to amass a vigilante army of militia and trained immigrant separated boys in terrorism.
6/5/20 23:09,turboj67,0,0,0,"I can't vote since I'm a 'legal' permanent resident immigrant, but I'm seriously thinking about naturalizing - something swore I would never do - just so I for vote for TRUMP!!2020!!!"
6/5/20 23:08,tenjohfam,1,1,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDavid @SenatorSinema @SenMcSallyAZ"
6/5/20 23:07,maine_mad,0,0,0,Maine is not happy about it. We actually have whole communities of immigrants that have saved our towns &amp; cities (ex:Somalis in Lewiston) by building new businesses. We do have black communities. We also have assholes like everywhere else. Trump left behind a palatable stink.
6/5/20 23:07,MotherSquid,0,0,0,"Allegedly its his Mistress Marla. Ivanka HATED her for ruining her family, for showing up at Ski Trip to confront Ivana, Ivankas IMMIGRANT MOTHER. Mistress Malples declared a showdown on the 1st Mrs don j trump. Ever the scumbag, donald bought his wife &amp; mistress same ski suit. "
6/5/20 23:04,AndyTwitts,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @BradSherman @RepTedLieu @SenFeinstein @SenKamalaHarris"
6/5/20 23:03,sy_beck,0,1,1,Trump buys Chinese and hires Chinese and undocumented immigrants. He screws his base all the time and they just ignore it. They're the last people left who don't realize they're being screwed by him the most. #Dumbasses They deserve it.
6/5/20 23:01,equityopinion,0,0,0,Trump’s virus payroll tax cut ‘crushes’ Pelosi plan to aid illegal immigrants 
6/5/20 23:01,Cawen2,0,0,1,"Our country is falling apart and there are no signs that it won't continue in this vein under 4 more years of trump. My parents were immigrants, and most of my family is in Canada. My 5 to 10-year plan may include retirement in Vancouver BC."
6/5/20 23:00,MrsPerrin,0,0,0,"The school seems to think daddy is the disease. ""Trump was complicit in the president’s supposedly “callous disregard of the concerns of black people, immigrants, and Latinx people.” . Don't worry Jr. She had no business sending her recorded message anyway."
6/5/20 22:59,buggeroaf,1,0,3,"Massive bias of US born / bred vs Immigrant. Can't think of a single immigrant who got a Green Card who will ""leave because Trump got elected"""
6/5/20 22:59,blackholetalos,0,0,0,"@drewbrees, the racist-in-chief has put you front and center. You can ignore him or you can rebuke him and his hate. What's your take on Trump's birther lies, or any of his lies, his treatment of women, immigrants, veterans or the media? You can be silent or you can be heard."
6/5/20 22:59,JG_Vanguardia,0,0,0,"Op-Ed: Surviving Trump / Castro joins 'Team Biden' / Cortez Masto drops VP bid / Voters dump racist House member / Immigrant superhero, El Peso - https://mailchi.mp/4d6ae87d03b6/vanguardia-america-4430756"
6/5/20 22:57,Heemer,0,0,1,Remember when a bunch of little pricks held up Trump signs in front of the Immigrants are a blessing display at GRC?
6/5/20 22:56,blfogleman,0,1,1,Yes we are! This Latina will vote for President Donald Trump! I did in 2016 and will again because I love a man who does what he says he will do! A man of action! Politicians are mainly lots of hot air full of nauseating pandering! What happened to all the concern for immigrants
6/5/20 22:56,_BucksTheTrucks,5,1,0,That was actually trump on illegal immigrants coming from Mexico. Remember anyone can come from Mexico they are not all Hispanic
6/5/20 22:55,dazzman1979,2,0,1,"Remember this was no issue when Obama was doing that, they were rightfully labelled illegal immigrants, now trumps in they are called victims and the place is now called a concentration camp. Trump didn't set it up it was already operational"
6/5/20 22:55,snitztupe,0,0,0,How sad! Would she have also said that her fashion line and Daddy’s MAGA hats would be made in America not China and that Junior would no longer finance the Trump Organization with Russian &amp; Chinese dark money or use cheap immigrant labor? Just wondering...
6/5/20 22:55,bakevan33,1,0,0,"There was a group of us that their algorithm saw as ""persuadables"". For example, when Trump was spewing his shit about how ""illegal immigrants are bad"", if you were a ""persuadable"", you might see an article on your Facebook feed of an immigrant who committed a heinous crime."
6/5/20 22:53,Pence4vPrez,0,1,0,#AmericaFirst Trump’s virus payroll tax cut ‘crushes’ Pelosi plan to aid illegal immigrants https://washex.am/2AB2WiA
6/5/20 22:53,N_iK0,4,0,41,"""These aren't people. These are animals."" ~ Trump on Hispanic Immigrants in our Country."
6/5/20 22:53,GnycoleB,0,1,1,"Things not sacred to Trump: black lives, children, elderly, immigrants, nurses, doctors, generals, rule of law, the constitution, equality, legality, COVID patients, people who died under his watch. Things sacred to Trump: Golf. Fabric. "
6/5/20 22:52,MarkCappetta,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepRaulRuizMD @SenFeinstein @SenKamalaHarris"
6/5/20 22:51,meria_nicolee,1,0,0,Donald Trump is a 74 year old WHITE man whose parents were immigrants who hated black people. He spent his entire life showing/proving he’s a racist. Why y’all thought him becoming president was gonna change that is beyond me! We gave an racist attention whore the PERFECT
6/5/20 22:51,EddieMacSauce,1,10,21,"Trump basically killed 100,000+ people in the US, had 40+ Million jobs get destroyed, threatened to shoot at protestors, raped multiple women, raped children allowed imprisoned immigrants to get sexually assaulted.... do I keep going? Pls don’t give him a single vote......"
6/5/20 22:49,Laurell75477915,1,0,0,Much of the Trump-bashing comes from 1st - 3rd generation immigrants beginning to realize the 1787 US Constitution doesn't give Congress or the Executive a power to admit foreign nationals for permanent residence &amp; citizenship. No such thing as legal immigrants.
6/5/20 22:49,Charles02076837,2,0,0,Trump never said to Deport all immigrants just the ones here illegally. Trump never said ban all Muslims he said there was going to be a temporary ban on flights until figured out who was taking advantage of the Muslim religion for sneak terrorist
6/5/20 22:49,scottystroll,0,0,4,"If we do ever start to lock up these looters and rioters, then will President Trump be accused again of seperating families(especially if they are immigrants) and locking (Antifa) kids in cages? #WWG1WGA #MAGA #LockThemAllUp"
6/5/20 22:48,TheGigSlut,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDannyDavis @SenatorDurbin @SenDuckworth"
6/5/20 22:44,FrankyJCastro,0,0,0,Why weren't you marching when those first reports came out? Why weren't you marching when Trump was calling Mexican immigrants rapists and criminals? Is it because you're an American and don't risk getting deported? Check your privilege before you voice your opinion.
6/5/20 22:43,artrat101,0,1,1,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepMoBrooks @SenShelby @sendougjones"
6/5/20 22:43,wrathofKath55,0,0,4,"Well, Trump's building his wall as he promised, but its not to protect American citizens from illegal immigrants rather it's to protect himself from American citizens."
6/5/20 22:43,NcookgttxNancy,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepBillFlores @JohnCornyn @SenTedCruz"
6/5/20 22:42,airrrram,0,28,22,will never understand how you can be latinx and a trump supporter when your president literally WANTED to strip you of your citizenship although you were born here just bc your parents are/were undocumented immigrants.
6/5/20 22:41,Mkitka,0,0,1,"Yeah the LEOs should just go on strike or just walk away. Let them destroy each other & then blame Trump. Funny they can pass policies like this but no policies to help &amp; uplift blk population. But hey, let’s give illegal immigrants every thing for free. Bypass AAs again."
6/5/20 22:40,siliconundergro,0,0,0,"So to answer tRump's question of why we can't have more immigrants from Norway, sounds like it's because they have no reason to come here."
6/5/20 22:40,RaffetyBruce,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepGregWalden @SenJeffMerkley @RonWyden"
6/5/20 22:40,CazzyPTXMG,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/4WDNKNYQ via @Change
6/5/20 22:35,wuwu_wally,0,0,0,"What good has Trump done for his legacy during Pandemic, Protests, Economy, BLM, Tear Gas, George Floyd, Immigrants, Bunker, Fortress? How will he be remembered? You worship him, so answering this should be easy for you. Please do. (You won't)"
6/5/20 22:34,ajnos16,0,0,1,More important to keep trump in than immigrants out.
6/5/20 22:33,ChevezMoscoso,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/4ffVL8PJ via @Change
6/5/20 22:31,keyocean,0,0,0,"Yep, I bet abt 15% AT LEAST are neo-confederate, neo-Nazi, ""alt-right"", KKK members/sympathizers, hate immigrants (xenophobes) and/or are Trump followers. Maybe YOU John Cornyn are all of the above? If not, then call em out! Take a side. It should be easy to be ANTI Nazi &amp; KKK!"
6/5/20 22:30,_dianasalameh,3,0,18,"My uncle just called me (middle-aged, Arab immigrant, lives in the burbs of Chicago) to tell me that when Trump loses the presidency in November, he’s going to personally deliver him a bologna sandwich. I don’t know what he means but he’s passionate so power to my Uncle Mike!"
6/5/20 22:29,PlantBasedChad,2,0,2,An underreported travesty of Covid 19 is trump forcing mostly immigrant meat workers back into a toxic environment just so we can continue to have stupidly cheap meat. Human rights/workers rights groups mostly silent because... well I have my opinions on that one
6/5/20 22:27,Debbie57870378,0,0,0,"Name 1 Dem President that did more for the blacks than Pres. Trump. The Dems have been fighting to give money and healthcare to illegal immigrants, but not the blacks or the homeless. Pres. Trump puts our citizens first. Race and skin color is not looked at by him,only Americans!"
6/5/20 22:27,whs1243,0,0,1,It’s why the party hires thugs to lead these riots. In hopes of distracting them from the truth. It’s why they abandon immigration laws in hopes that immigrants will fall for their lies. They can’t survive without 90% black vote. Trump has done more for blacks than they have
6/5/20 22:26,SaintSiren,0,0,0,"Trump is a malignant narcissist in the grip of his extinction burst.There is no bottom, no red line, &amp; no act too craven or harmful. He's driven to punish democracy, people of color, women, immigrants, patriots, democrats, journalists, and the world. Take away the nuclear codes. "
6/5/20 22:25,PeteKFromOhio,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepEspaillat @RepJerryNadler @GillibrandNY @SenSchumer"
6/5/20 22:24,sd_gordon,0,0,1,"Sickening, absolutely sickening. (immigrant Scot here) I was in LA last week and will be out in San Diego this week (where I live). FUCK TRUMP #blacklivesmatter"
6/5/20 22:22,shrekpresley,24,4,204,"“Actually” You’re dead wrong. Trump has no problem with different ethnicities PERIOD! He has a problem with ILLEGAL immigrants. (Legal) Immigrants However, are ALWAYS welcome in our country, especially in Trump’s America. Nice try though, go do some research and try again "
6/5/20 22:20,PRoVeRBs24TReND,0,0,0,"Trump supporter? WTF? He’s talking Spanish (too) &amp; is obviously an immigrant. What makes u think he’s a Trump supporter? Just because he’s acting crazy? He’s just an unstable member of our society, like many of us are. It’s shocking what he’s doing but he ain’t no Trump supporter"
6/5/20 22:18,cr4ckzsh0t,0,0,0,"LMFAO @liberal leftist Hispanics like you who constantly embarrass themselves and have the same victim complex as other cry baby minorities. American Hispanics don't want illegal immigrants here either but whatever to fit your narrative, right? Trump 2020, stay upset."
6/5/20 22:18,darrellneft,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepHarley @SenFeinstein @SenKamalaHarris"
6/5/20 22:15,GallegoDaniella,5,0,3,"The majority of the white people at Smithtown proudly supported trump and would always say untruthful things about immigrants, Latinos and black people. So yeah they’re white racist pricks. If you don’t like it, then leave my twitter."
6/5/20 22:15,k_ricciardo,1,8,8,"From the LA. Times: 40% of all workers in LA County (10.2 million people) are working for cash; and not paying taxes. This is because they are predominantly illegal immigrants, working without a green card. (Donald Trump was right )"
6/5/20 22:15,espy1103,0,0,0,"SEPERATED FROM THEIR CHILDREN CRYING, INDEFINITELY. NONE OF YOU SPOKE AGAINST tRUMP &amp; SS MILLER A AVOUD WHITE SUPREMACIST. WHO WHEN EVIDENCE OF WHO HE WAS CAME OUT, HE NEEDED TO LEAVE THE WHITE HOUSE. IT WAS HIS IDEA TO STOP IMMIGRANTS FROM COMING TO AMERICA, LAND OF THE FREE??"
6/5/20 22:15,marjay5,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepKathleenRice @GillibrandNY @SenSchumer"
6/5/20 22:13,Brower24,0,0,1,I thought trump said only illegal immigrants or California Democrats did this 
6/5/20 22:13,BoqueteApartme1,0,0,1,"You are a horrible hypocrite. We have all seen waving your hands around and faking to direct the music while the Anthem was played and everybody had their hands on their hearts, even your immigrant wife. Look: President Trump's Super Bowl party "
6/5/20 22:12,AggravatingBot,0,0,0,I know Trump Tower has too many immigrants. I do great work. This is a national emergency!
6/5/20 22:12,BPVT2014,0,0,0,"Kelly seems to blames voters for Trump: Americans should‘look harder at who we elect’. He might look harder in the mirror. At DHS he ran ""zero-tolerance""separating immigrants families ""the children will be taken care of — put into foster care or whatever."" "
6/5/20 22:12,Elizabe49063896,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @undefined @McConnellPress @RandPaul"
6/5/20 22:09,DonFrance9,0,0,0,"Hell NO, what are people thinking. All visas & foreign workers, non documented aliens, migrants, immigrants need to be kept out of the US &amp; our American people working these jobs Who with any economic sense would suggest this. Put Americans first back to work. Trump no to visas "
6/5/20 22:07,sal18201,1,0,2,"trump’s clearly a racist! It’s been obvious for years, as far back as 1972 over his housing issues w/ blacks, the Central Park 5, casinos having all blacks removed from the floor when trump visited, his birtherism rants, his treatment of non-white immigrants "
6/5/20 22:07,scaryfoxx,1,2,5,Imagine claiming to be an immigrant and using right wing talking points to justify the Democrats racism while openly condemning Trumps in the same breath. THEY ARE BOTH COMPLICIT. 
6/5/20 22:05,scaryfoxx,1,0,1,Im also an immigrant here so don’t presume to tell me about deportation. Racism and exploitation of Black people and immigrants has been around long before trump. He’s the direct result of the corruption of the establishment on both sides. Have the decency to at least be honest.
6/5/20 22:03,weirdheaux,0,2,1,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/hcJ6v8V6 via @CdnChange
6/5/20 22:02,EvieMcPherson5,1,0,1,"If Trump is voted out, the nation would be a little less racist and 42 million jobs were lost during this, he is taking credit for the things Obama did and got over 18 nations pissed off with him. He wants to build a wall that won’t work cause it will keep immigrants in."
6/5/20 22:01,ninaghouly,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/NYgH7GsB via @Change
6/5/20 22:00,RicannB,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepSeanMaloney @GillibrandNY @SenSchumer"
6/5/20 22:00,Annepetro1,0,1,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepBenRayLujan @SenatorTomUdall @MartinHeinrich"
6/5/20 21:59,Z_ballz,0,0,0,For example.. in the article it has President Trump saying Mexican immigrants are rapists.. That comment is from him talking about MS-13 members. I truly do not think the guy is racist. I do believe he is a narcissist
6/5/20 21:59,icarusdemon6,1,0,0,What president trump said about the immigrants were not aimed towards them love. It was aimed towards the illegal immigrants and the Gangs that are trying to get into the country illegally. You didn’t think I was disgusted with what communist China was doing to Hong Kong?
6/5/20 21:59,doopbaboop1,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/nhSp57rP via @Change
6/5/20 21:56,ailynisland,0,1,2,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/YGQz2LcY via @Change
6/5/20 21:56,DeleweseTony,0,0,0,So if Laffer is so smart what is his answer to the mess Trump has us in? What happens if both farmers get Covid-19? and are too sick to work and Trump has run off all the immigrants who want to work? Then what happens??
6/5/20 21:56,PinkeyLu1,0,0,0,"Kelly shouldn’t be saying anything! He is holding kids and immigrants at the border Former Chief of Staff Kelly rebukes Trump, says ‘we need to look harder at who we elect’ #SmartNews"
6/5/20 21:55,DCorneel,1,1,2,"Deze komt er kort er goed op neer ( van Art Arcevido, chief police of Houston, een Cubaanse immigrant..!!!)... dat demonstreren oké is, maar laat andermans spullen heel. En tegen Trump ( die ook zijn woordje klaar had) "" Als je niet goed op de hoogte bent :"" Shut Your Mouth"".."
6/5/20 21:55,nihonmama,0,0,0,"“As long as [#Trump's] causing chaos and havoc with the citizens, he’s fine with me,” said former #KKK leader Tom Metzger, founder of ...the White Aryan Resistance. “I love it.” Metzger incited white nazis who murdered an Ethiopian immigrant in 1988. "
6/5/20 21:53,AdamTorrez4,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/cGmK5VrH via @Change
6/5/20 21:53,Raging_Consrvtv,0,1,0,John Kelly who was the biggest champion of Trump's Zero Tolerance policy (remember that?) of ripping immigrant children from their parents now says 'We need to look harder at who we elect'. Yes. THAT John Kelly. 
6/5/20 21:52,MGaissert3,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepMcClintock @SenFeinstein @SenKamalaHarris"
6/5/20 21:50,seenemsaw,0,0,0,„Donald J. Trump: Justice for sexually abused immigrant children” - Jetzt unterschreiben! http://chng.it/TV4zgPJH via @Change
6/5/20 21:49,Meapo__,1,0,0,"I mean i too am an immigrant, but he is right in a sense. And your right, he shouldnt say racist shit like that with his mouth, but we can always leave the country, nothing is stopping us. Idk, Trump is questionable but so is every president we’ve ever had"
6/5/20 21:49,galwaysabrina,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - ¡Firma la petición! http://chng.it/zQ8tqbkD via @ChangeorgLatino
6/5/20 21:48,nyccookies,4,6,21,Imagine if Donald Trump had to deal with issues… black people deal with or the LGBTQ community have to deal with or women have to deal with or Latinos have to deal with or immigrants have to deal with…would he last a single day?
6/5/20 21:48,NJTrainDelays,1,0,0,"""Mr. Trump, for his part, has made harsh, denigrating and insulting remarks about many individuals as well as whole groups of people and countries, including African-Americans, Mexican immigrants, Muslims, women, Jewish donors, and Haiti and some nations in Africa."""
6/5/20 21:47,HonoraryTwit,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepHartzler @RoyBlunt @SenHawleyPress"
6/5/20 21:47,KeepUSAFirst,0,0,0,I thought Trump would not allow a DACA deal. Favored immigrants that came here legally. Now he's making deals putting them ahead of legal immigrants? 
6/5/20 21:47,microdile,1,0,8,"If someone wants to present me with a logical, convincing explanation about how not doing whatever it takes to prevent Trump from re-election is the best and smartest choice of action for the lives of minorities, immigrants, LGBTQ and everyone else.. Please. SPEAK UP."
6/5/20 21:46,KyrieDixon,0,0,1,Donald J. Trump: Justice for sexually abused immigrant children http://chng.it/xw2KKz5y via @Change
6/5/20 21:44,EvieMcPherson5,0,0,0,"Trump is a racist, homophobic pedophile. He had links with Jeffery Epstein, escalated a war between America and Iran. Over 18 nations are pissed off with him and he hid in a bunker while his police shot people. He is a dictator. The wall won’t help as it will keep immigrants in."
6/5/20 21:44,mattconzo,1,0,0,Why is it ignored Obama turned some kids here illegally without parents over to human traffickers? Biden said “Not a whisper of scandal” it’s crazy what you guys over looks. Obama built the holding areas for illegal immigrants &amp; Trump was attacked for it. 
6/5/20 21:42,mariahtxrdz,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/wwBsZgvw via @Change
6/5/20 21:40,chrismshea77,1,0,0,The Church teaches compassion and asylum for immigrants. The Church teaches there should be universal healthcare. The Church fully supports collective bargaining. The Church teaches racial and social justice. All things Trump is against. The Holy Father has spoken out against him
